field_1,序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別,﻿序號
"2233",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","7","10","15",臺中市,霧峰區,"0","1","0","7.0","2.0","6","50.0","13.0","7.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","4.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"84.0","84.0","1.0","13.0","4.0",219391.627480658,2662365.25382661,"2.0","2234.0"
"2437",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","7","18","35",臺中市,北區,"0","1","0","7.0","1.0","6","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","15.0",,"84.0","84.0","1.0","12.0","4.0",218492.244928245,2671325.58003059,"2.0","2438.0"
"2594",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","8","11","43",臺中市,太平區,"0","3","0","7.0","3.0","6","50.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","5.0","1.0","2.0","12.0","2.0","9.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","12.0",,"42.0","42.0","1.0","12.0","4.0",221275.348469572,2672555.89080451,"2.0","2595.0"
"2653",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","8","15","13",臺中市,龍井區,"0","1","0","7.0","3.0","6","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","18.0","2.0","1.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","5.0","14.0",,"59.0","59.0","1.0","6.0","4.0",203840.625027511,2677464.39854121,"2.0","2654.0"
"2662",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","8","15","49",臺中市,東區,"0","1","0","7.0","2.0","6","50.0","18.0","24.0","2.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","15.0",,"84.0","84.0","1.0","12.0","4.0",218742.323351141,2670573.0305646,"2.0","2663.0"
"2670",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","8","16","14",臺中市,北區,"0","2","0","7.0","3.0","6","50.0","4.0","2.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","4.0","2.0","16.0","2.0","9.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"11.0","11.0","1.0","13.0","4.0",217349.322360785,2672689.17625633,"2.0","2671.0"
"2695",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","8","17","20",臺中市,西區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,,,,,,F01,,,"7.0",,"2.0",,,"8.0","8.0","1.0","12.0","4.0",120.6704,24.135466,"3.0","2696.0"
"2782",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","9","7","5",臺中市,清水區,"0","1","0","7.0","3.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","5.0","4.0","5.0","2.0","16.0","2.0","7.0","6.0","1.0",F01,"7.0","6.0","7.0","21.0","9.0","14.0",,"14.0","14.0","1.0","12.0","4.0",204547.222617665,2684012.54701003,"2.0","2783.0"
"2930",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","9","13","41",臺中市,后里區,"0","1","0","7.0","3.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","1.0","17.0","2.0","9.0","6.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","12.0",,"58.0","58.0","1.0","3.0","4.0",222473.889736622,2689061.73553887,"2.0","2931.0"
"3018",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","9","16","51",臺中市,大肚區,"0","1","0","7.0","2.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","2.0","2.0","8.0","2.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","3.0","4.0",206874.848974678,2674310.69298398,"2.0","3019.0"
"3027",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","9","17","9",臺中市,太平區,"0","1","0","7.0","3.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","30.0","2.0","9.0","4.0","1.0",F02,"7.0","9.0","7.0","21.0","2.0","12.0","14.0","84.0","84.0","1.0","12.0","4.0",222082.503255082,2668824.9835259,"2.0","3028.0"
"3051",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","9","17","32",臺中市,西區,"0","1","0","7.0","2.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","11.0","7.0","21.0","2.0","11.0",,"46.0","46.0","1.0","12.0","4.0",215396.571633237,2670489.62053241,"2.0","3052.0"
"3282",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","9","47",臺中市,東區,"0","2","0","7.0","2.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"15.0","15.0","1.0","12.0","4.0",218594.186434593,2670638.81026414,"2.0","3283.0"
"3294",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","10","6",臺中市,南區,"0","1","0","7.0","2.0","6","0.0","13.0","21.0","4.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","15.0",,"84.0","84.0","1.0","12.0","4.0",216398.761975848,2668241.19273083,"2.0","3295.0"
"3321",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","10","52",臺中市,大安區,"0","1","0","7.0","2.0","6","50.0","4.0","9.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","6.0","3.0","5.0","2.0","15.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","7.0","11.0",,"21.0","21.0","1.0","12.0","4.0",209774.452448797,2697140.73715346,"2.0","3322.0"
"3420",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","14","37",臺中市,西屯區,"0","2","0","7.0","2.0","6","30.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","4.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","12.0",,"51.0","51.0","1.0","12.0","4.0",213690.14186222,2674590.68190007,"2.0","3421.0"
"3501",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","17","3",臺中市,大甲區,"0","1","0","7.0","3.0","6","50.0","11.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"7.0","7.0","1.0","6.0","4.0",212659.139655616,2693523.62744542,"2.0","3502.0"
"3556",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","18","11",臺中市,西屯區,"0","2","0","7.0","1.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","12.0","2.0","8.0","4.0","1.0",F01,"7.0","7.0","7.0","21.0","2.0","12.0","14.0","40.0","40.0","1.0","12.0","4.0",215653.234669344,2674588.23931107,"2.0","3557.0"
"3566",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","18","40",臺中市,北屯區,"0","1","0","7.0","1.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","13.0","2.0","9.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"7.0","7.0","1.0","12.0","4.0",221710.267933564,2672808.1955377,"2.0","3567.0"
"3570",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","10","19","19",臺中市,大雅區,"0","1","0","7.0","1.0","6","30.0","4.0","1.0","1.0","5.0","4.0","6.0","5.0","3.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","7.0","4.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","16.0",,"11.0","11.0","1.0","12.0","4.0",213024.337580738,2679354.30215599,"2.0","3571.0"
"3634",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","11","7","8",臺中市,大雅區,"0","2","0","7.0","1.0","6","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","5.0","5.0","1.0","17.0","2.0","4.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"12.0","12.0","1.0","13.0","4.0",216213.323038036,2678834.78413476,"2.0","3635.0"
"3694",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","11","8","20",臺中市,太平區,"0","2","0","7.0","3.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","2.0","1.0",F02,"7.0","6.0","7.0","21.0","2.0","12.0",,"14.0","14.0","1.0","12.0","4.0",222905.224526183,2671980.99866369,"2.0","3695.0"
"3852",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","11","15","25",臺中市,西屯區,"0","0","0","7.0",,,,,,,,,,,,,,,,,"17.0",,,,,F01,,,,,,,,"62.0","62.0","1.0",,,120.644515,24.184304,"3.0","3853.0"
"4050",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","12","7","25",臺中市,沙鹿區,"0","1","0","7.0","2.0","6","30.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"43.0","43.0","1.0","13.0","4.0",206365.970812166,2681802.37904177,"2.0","4051.0"
"4205",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","12","12","31",臺中市,中區,"0","1","0","5.0","1.0","6","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","30.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","12.0","4.0",217501.878885847,2670609.91906865,"2.0","4206.0"
"4252",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","12","15","15",臺中市,北屯區,"0","1","0","5.0","3.0","6","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","18.0","2.0","8.0","4.0","1.0",F01,"7.0","5.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","12.0","4.0",218916.213812929,2673316.50431954,"2.0","4253.0"
"4312",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","12","17","8",臺中市,沙鹿區,"0","2","0","7.0","1.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","4.0","4.0","4.0","2.0","16.0","2.0","9.0","1.0","1.0",F01,"7.0","6.0","7.0","21.0","1.0","14.0",,"48.0","48.0","1.0","12.0","4.0",206741.305065646,2679702.4480601,"2.0","4313.0"
"4502",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","13","7","23",臺中市,北屯區,"0","1","0","5.0","2.0","6","50.0","4.0","1.0","1.0","4.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","16.0","3.0","10.0","4.0","1.0",F01,"7.0","11.0","7.0","21.0","2.0","14.0",,"45.0","45.0","1.0","2.0","1.0",120.682064,24.194064,"2.0","4503.0"
"4519",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","13","7","41",臺中市,北區,"0","1","0","5.0","2.0","6","50.0","13.0","9.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","2.0","17.0","2.0","8.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"84.0","84.0","1.0","12.0","4.0",217352.166494697,2672290.13326063,"2.0","4520.0"
"4891",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","13","18","8",臺中市,大里區,"0","1","0","5.0","2.0","6","50.0","13.0","12.0","1.0","4.0","4.0","6.0","6.0","1.0","1.0","5.0","5.0","4.0","1.0","17.0","3.0","10.0","5.0","1.0",F01,"7.0","15.0","7.0","21.0","2.0","16.0",,"4.0","4.0","1.0","12.0","4.0",120.683883,24.111772,"2.0","4892.0"
"4915",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","13","18","45",臺中市,清水區,"0","1","0","5.0","3.0","6","40.0","13.0","8.0","1.0","4.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","4.0","2.0","12.0","2.0","9.0","2.0","1.0",F01,"7.0","15.0","7.0","21.0","1.0","15.0",,"84.0","84.0","1.0","12.0","4.0",202947.930655695,2685246.70528698,"2.0","4916.0"
"5042",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","14","9","5",臺中市,西區,"0","1","0","6.0","2.0","6","40.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","11.0",,"51.0","51.0","1.0","12.0","4.0",216998.0518284,2670419.58957074,"2.0","5043.0"
"5066",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","14","10","16",臺中市,大里區,"0","1","0","7.0","3.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","5.0","4.0","5.0","1.0","18.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"84.0","84.0","1.0","13.0","4.0",219321.489697258,2666589.40606015,"2.0","5067.0"
"5123",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","14","12","30",臺中市,西區,"0","1","0","6.0","2.0","6","25.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","2.0","17.0","2.0","7.0","6.0","1.0",F02,"7.0","15.0","7.0","21.0","2.0","11.0",,"82.0","82.0","1.0","12.0","4.0",214580.153564722,2671308.64014546,"2.0","5124.0"
"5196",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","14","15","17",臺中市,東區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"16.0",,,,,F01,,,"7.0",,"1.0",,,"48.0","48.0","1.0","2.0","4.0",120.706049,24.144484,"3.0","5197.0"
"5228",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","14","16","45",臺中市,潭子區,"0","1","0","7.0","2.0","8","20.0","13.0","13.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","2.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","12.0","4.0",120.706542,24.219898,"2.0","5229.0"
"5235",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","14","16","53",臺中市,沙鹿區,"0","1","0","7.0","2.0","6","40.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","5.0","5.0","2.0","18.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","14.0",,"59.0","59.0","1.0","6.0","1.0",207441.476748824,2677384.59150982,"2.0","5236.0"
"5322",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","14","21","26",臺中市,南屯區,"0","1","0","7.0","2.0","6","50.0","5.0","2.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","1.0","4.0","5.0","2.0","12.0","2.0","9.0","4.0","1.0",F01,"7.0","1.0","7.0","21.0","4.0","14.0",,"84.0","84.0","1.0","12.0","1.0",213181.736525583,2670830.75210514,"2.0","5323.0"
"5394",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","15","8","28",臺中市,豐原區,"0","2","0","7.0","3.0","6","50.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","1.0","4.0","5.0","1.0","17.0","2.0","9.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","13.0",,"36.0","36.0","1.0","12.0","4.0",220444.349570867,2682867.23250311,"2.0","5395.0"
"5439",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","15","10","35",臺中市,北屯區,"0","1","0","7.0","2.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","5.0","2.0","12.0","2.0","7.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","12.0",,"59.0","59.0","1.0","6.0","4.0",222803.052543053,2674297.32342669,"2.0","5440.0"
"5487",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","15","12","44",臺中市,南區,"0","1","0","7.0","3.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","5.0","5.0","2.0","17.0","2.0","9.0","5.0","4.0",F02,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","6.0","4.0",214435.560068459,2668427.92021571,"2.0","5488.0"
"5563",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","15","16","44",臺中市,梧棲區,"0","1","0","7.0","2.0","6","30.0","13.0","14.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","5.0","4.0","5.0","1.0","17.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"84.0","84.0","1.0","2.0","4.0",202734.355566866,2683556.85804175,"2.0","5564.0"
"5572",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","15","17","10",臺中市,北屯區,"0","1","0","7.0","3.0","6","50.0","5.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","3.0","3.0","10.0","2.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"21.0","21.0","1.0","6.0","4.0",120.681685,24.17266,"2.0","5573.0"
"5584",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","15","17","38",臺中市,烏日區,"0","1","0","7.0","2.0","6","50.0","12.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","1.0","4.0","1.0","2.0","18.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","12.0","4.0",214534.592896274,2666804.39828003,"2.0","5585.0"
"5591",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","15","18","7",臺中市,大雅區,"0","1","0","7.0","2.0","6","30.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","16.0","3.0","10.0","4.0","1.0",F01,"7.0","6.0","7.0","21.0","2.0","13.0",,"14.0","14.0","1.0","13.0","4.0",120.646786,24.23512,"2.0","5592.0"
"5695",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","16","7","14",臺中市,太平區,"0","0","0","5.0",,,"50.0",,,,,,,,,,,,,,"16.0",,,,,F01,,,"7.0",,"1.0",,,"39.0","39.0","1.0","12.0","4.0",120.710678,24.140807,"3.0","5696.0"
"5854",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","16","10","43",臺中市,西屯區,"0","1","0","7.0","2.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","13.0","3.0","10.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","13.0",,"42.0","42.0","1.0","12.0","4.0",120.655938,24.165527,"2.0","5855.0"
"5930",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","16","14","33",臺中市,南屯區,"0","1","0","7.0","1.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","5.0","2.0","4.0","2.0","12.0","2.0","9.0","5.0","4.0",F01,"7.0","6.0","7.0","21.0","2.0","14.0",,"48.0","48.0","1.0","13.0","4.0",214425.803957757,2669690.72800596,"2.0","5931.0"
"6065",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","16","18","14",臺中市,西區,"0","1","0","7.0","3.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","15.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"15.0","15.0","1.0","13.0","4.0",215325.032018253,2670744.30070836,"2.0","6066.0"
"6243",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","17","9","56",臺中市,龍井區,"0","1","0","7.0","3.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","1.0","18.0","2.0","7.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","1.0","11.0",,"6.0","6.0","1.0","12.0","4.0",201957.619589097,2675988.31734587,"2.0","6244.0"
"6376",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","17","16","2",臺中市,大肚區,"0","1","0","7.0","2.0","6","50.0","5.0","1.0","1.0","5.0","4.0","6.0","6.0","2.0","1.0","10.0","5.0","5.0","2.0","27.0","2.0","9.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","13.0",,"85.0","85.0","1.0","6.0","4.0",206749.295978838,2672751.56670555,"2.0","6377.0"
"6379",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","17","16","10",臺中市,清水區,"0","1","0","7.0","2.0","6","30.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","3.0","5.0","1.0","18.0","2.0","9.0","4.0","1.0",F01,"7.0","9.0","7.0","21.0","9.0","11.0",,"59.0","59.0","1.0","13.0","4.0",206452.330364867,2689467.52657817,"2.0","6380.0"
"6447",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","17","18","17",臺中市,大里區,"0","1","0","7.0","3.0","6","30.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","16.0","2.0","9.0","4.0","1.0",F01,"7.0","11.0","7.0","21.0","2.0","12.0",,"20.0","20.0","1.0","13.0","4.0",218069.291989767,2667843.19111304,"2.0","6448.0"
"6499",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","17","21","14",臺中市,北屯區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"2.0",,,,,F02,,,"1.0",,"1.0",,,"40.0","40.0","1.0","6.0","4.0",120.685916,24.174036,"3.0","6500.0"
"6566",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","18","7","45",臺中市,北屯區,"0","1","0","7.0","3.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","5.0","5.0","2.0","17.0","2.0","9.0","2.0","2.0",F01,"7.0","9.0","7.0","21.0","9.0","11.0",,"62.0","62.0","1.0","4.0","4.0",219052.580883838,2674438.00558329,"2.0","6567.0"
"6604",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","18","8","46",臺中市,西屯區,"0","0","0","7.0",,,"0.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"39.0","39.0","1.0","13.0","1.0",120.650247,24.162574,"3.0","6605.0"
"6873",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","18","18","28",臺中市,大肚區,"0","1","0","7.0","2.0","6","50.0","13.0","14.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","9.0","4.0","5.0","1.0","17.0","2.0","8.0","1.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"59.0","59.0","1.0","3.0","4.0",203415.096037816,2671763.76774079,"2.0","6874.0"
"6946",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","19","6","57",臺中市,太平區,"0","0","0","7.0",,,"50.0",,,,,,,,,,,,,,"17.0",,,,,F01,,,"7.0",,"1.0",,,"84.0","84.0","1.0","12.0","4.0",120.719224,24.15546,"3.0","6947.0"
"7175",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","19","15","35",臺中市,大里區,"0","2","0","7.0","3.0","6","25.0","13.0","8.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","3.0","4.0","4.0","1.0","16.0","2.0","8.0","5.0","4.0",F01,"7.0","8.0","7.0","21.0","2.0","13.0",,"40.0","40.0","1.0","13.0","4.0",219272.765261331,2667330.87310056,"2.0","7176.0"
"7195",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","19","16","15",臺中市,大雅區,"0","1","0","7.0","3.0","6","50.0","3.0","2.0","1.0","5.0","4.0","6.0","6.0","3.0","1.0","10.0","5.0","5.0","1.0","17.0","2.0","9.0","5.0","4.0",F01,"7.0","5.0","7.0","21.0","2.0","11.0",,"84.0","84.0","1.0","13.0","4.0",211868.174317744,2681135.05647479,"2.0","7196.0"
"7205",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","19","16","28",臺中市,北屯區,"0","1","0","7.0","2.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","5.0","5.0","2.0","17.0","2.0","9.0","1.0","1.0",F02,"7.0","6.0","7.0","21.0","2.0","11.0",,"14.0","14.0","1.0","12.0","4.0",219803.866120404,2674542.26795103,"2.0","7206.0"
"7297",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","19","18","41",臺中市,北屯區,"0","2","0","7.0","1.0","6","50.0","13.0","9.0","1.0","5.0","4.0","6.0","6.0","4.0","4.0","10.0","4.0","5.0","2.0","17.0","2.0","8.0","6.0","1.0",F01,"7.0","1.0","7.0","21.0","2.0","11.0",,"51.0","51.0","1.0","13.0","4.0",217533.916821766,2674271.83258647,"2.0","7298.0"
"7309",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","19","19","19",臺中市,西區,"0","1","0","7.0","1.0","6","50.0","4.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","5.0","4.0","5.0","2.0","15.0","2.0","7.0","6.0","1.0",F01,"7.0","9.0","7.0","21.0","2.0","11.0",,"21.0","21.0","1.0","12.0","4.0",215620.534076416,2671568.01590104,"2.0","7310.0"
"7315",,"66000",387130000C,(04)23274275,(04)23288582,"2025","6","19","19","37",臺中市,太平區,"0","1","0","7.0","1.0","6","40.0","3.0","1.0","1.0","5.0","4.0","6.0","6.0","1.0","1.0","10.0","5.0","5.0","2.0","18.0","2.0","9.0","5.0","4.0",F01,"7.0","9.0","7.0","21.0","1.0","14.0",,"84.0","84.0","1.0","12.0","4.0",220798.630259546,2671651.36303799,"2.0","7316.0"
